?gocam	?title	?controllers	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/R-HSA-445144>	Signal transduction by L1 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109848,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-162629,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201711,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-442307,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-445025	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-450385>	Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-187760,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-198356	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-446199>	Synthesis of Dolichyl-phosphate - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191341,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-191348,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4420020,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449274,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449706,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-469663,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6806947	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-399710>	Activation of AMPA receptors - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210458,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-417004,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-420974,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-420976	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-451307>	Activation of Na-permeable kainate receptors - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210458,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-451304	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-442729>	CREB1 phosphorylation through the activation of CaMKII/CaMKK/CaMKIV cascasde - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111904,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9611355,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9618860,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9618956,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619152	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-438066>	Unblocking of NMDA receptors, glutamate binding and activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9614253,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-210458,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-420974	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-446205>	Synthesis of GDP-mannose - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-532511,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-532532,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-532536	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-110056>	MAPK3 (ERK1) activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5684259,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-157415	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-446193>	Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3558426,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449274,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449706,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449287,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449348,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449241,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449223,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449255,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449262,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449267,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449326,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449336,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449640,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449645,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-449652	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-450321>	JNK (c-Jun kinases) phosphorylation and activation mediated by activated human TAK1 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-168156,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202527,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2685607,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-450299	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-450408>	AUF1 (hnRNP D0) binds and destabilizes mRNA - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-68819	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-4419969>	Depolymerisation of the Nuclear Lamina - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-69261,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5218754,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3632863,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5223295,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-170160,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2993899,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4419925	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-442660>	Na+/Cl- dependent neurotransmitter transporters - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444011,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351969,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2901780,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351960,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352020,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352058,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-352060,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374939,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-375471,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-375483,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-379482,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-380618,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444009,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444088,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444137,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444147	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-444257>	RSK activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1268261,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619866,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9619954	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-112411>	MAPK1 (ERK2) activation - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109848	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-392154>	Nitric oxide stimulates guanylate cyclase - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-392141,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419294	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-437239>	Recycling pathway of L1 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-377592,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109853,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446847,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446849,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-555063	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-432722>	Golgi Associated Vesicle Biogenesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980842,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-199994	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-432142>	Platelet sensitization by LDL - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114534,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432116,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8948036	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-1614517>	Sulfide oxidation to sulfate - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614636,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372848,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1625212,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9012720,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614521,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614531,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1614651,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9014529	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-210990>	PECAM1 interactions - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-211064	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-432720>	Lysosome Vesicle Biogenesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-199994,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2980842,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215984	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-428930>	Thromboxane signalling through TP receptor - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391837	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-181430>	Norepinephrine Neurotransmitter Release Cycle - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2901780,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374939,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209895,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-372544,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141332,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-374911	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-264876>	Insulin processing - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437099,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437104,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437105,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-437106,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1428499,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-265156,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-387383,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3878118,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-4084703,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9023198	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-434316>	Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400011,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400013,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400420	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-434313>	Intracellular metabolism of fatty acids regulates insulin secretion - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9632658,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-51645	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-430039>	mRNA decay by 5' to 3' exoribonuclease - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429937,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429835,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-432030>	Transport of glycerol from adipocytes to the liver by Aquaporins - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-381264,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-431761	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-429958>	mRNA decay by 3' to 5' exoribonuclease - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429935,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429988,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5694064	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-429947>	Deadenylation of mRNA - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429962,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429886,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429864,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-8941311	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-373752>	Netrin-1 signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-202152	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-426486>	Small interfering RNA (siRNA) biogenesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203820,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5600681,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2106605	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-203927>	MicroRNA (miRNA) biogenesis - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203820,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-847721,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-203817,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209660,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-209680,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5578737	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-418890>	Role of second messengers in netrin-1 signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-167679	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-422085>	Synthesis, secretion, and deacylation of Ghrelin - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-2990868,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422050,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422074	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-111995>	phospho-PLA2 pathway - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-111860,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-109853	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-177929>	Signaling by EGFR - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-65043,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-179842	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-425393>	Transport of inorganic cations/anions and amino acids/oligopeptides - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216195,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5216075,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174383,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-427969,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-936481	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-351202>	Metabolism of polyamines - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-174383,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351206,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351212,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-351223,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-70689	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-418889>	Ligand-independent caspase activation via DCC - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-141640,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-350870	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-425366>	Transport of bile salts and organic acids, metal ions and amine compounds - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444452,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3640837,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-429572,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-433091,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-444114,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-446605	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-418886>	Netrin mediated repulsion signals - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-1810408	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-419408>	Lysosphingolipid and LPA receptors - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-5215971,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-6797632	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-381771>	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1) - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264960,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-378974,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400517,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-400527	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-419037>	NCAM1 interactions - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-422438	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-416993>	Trafficking of GluR2-containing AMPA receptors - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-139830,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-264471	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-418592>	ADP signalling through P2Y purinoceptor 1 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-114534,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-428935,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-432116,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391956	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-392170>	ADP signalling through P2Y purinoceptor 12 - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-391959	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-3928662>	EPHB-mediated forward signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928564,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-419709,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928474,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-201621,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928486,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3006505,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928409,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928461,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-186833,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928372,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928511,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928541,http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-9028348	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
<http://model.geneontology.org/R-HSA-2682334>	EPH-Ephrin signaling - imported from: Reactome	http://purl.obolibrary.org/obo/go/extensions/reacto.owl#REACTO_R-HSA-3928372	http://purl.obolibrary.org/obo/NCBITaxon_9606	Homo sapiens	development
