?gocam	?title	?gp_labels	?gptypes	?taxons	?taxon_labels	?modelstate
<http://model.geneontology.org/60ff660000000882>	"GMP salvage 2a, from adenosine (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Impdh2,Hprt,Impdh1,Ada,Pnp,Gmps	http://identifiers.org/mgi/MGI:109367,http://identifiers.org/mgi/MGI:96217,http://identifiers.org/mgi/MGI:96567,http://identifiers.org/mgi/MGI:87916,http://identifiers.org/mgi/MGI:97365,http://identifiers.org/mgi/MGI:2448526	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/623d156d00000029>	"Glycogen biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Pgm1,Pgm2,Gys2,Gys1,Gyg,Ppp1r3c,Ugp2,Nhlrc1,Epm2a,Gbe1	http://identifiers.org/mgi/MGI:97565,http://identifiers.org/mgi/MGI:97564,http://identifiers.org/mgi/MGI:2385254,http://identifiers.org/mgi/MGI:101805,http://identifiers.org/mgi/MGI:1351614,http://identifiers.org/mgi/MGI:1858229,http://identifiers.org/mgi/MGI:2183447,http://identifiers.org/mgi/MGI:2145264,http://identifiers.org/mgi/MGI:1341085,http://identifiers.org/mgi/MGI:1921435	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60418ffa00000327>	"Xanthine catabolic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Urah,Uox,Urad,Xdh	http://identifiers.org/mgi/MGI:1916142,http://identifiers.org/mgi/MGI:98907,http://identifiers.org/mgi/MGI:3647519,http://identifiers.org/mgi/MGI:98973	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6197061700003490>	"ERBB2-EGFR signaling pathway 4 (Mouse) "^^<http://www.w3.org/2001/XMLSchema#string>	Areg,Egfr,Erbb2	http://identifiers.org/mgi/MGI:88068,http://identifiers.org/mgi/MGI:95294,http://identifiers.org/mgi/MGI:95410	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6197061700002298>	"ERBB2-EGFR signaling pathway 2 (Mouse) "^^<http://www.w3.org/2001/XMLSchema#string>	Ereg,Egfr,Erbb2	http://identifiers.org/mgi/MGI:107508,http://identifiers.org/mgi/MGI:95294,http://identifiers.org/mgi/MGI:95410	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/622aace900001389>	"Pentose-phosphate shunt 2 (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Tkt,Taldo1,Rbks	http://identifiers.org/mgi/MGI:105992,http://identifiers.org/mgi/MGI:1274789,http://identifiers.org/mgi/MGI:1918586	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/6197061700002226>	"ERBB2-ERBB4 signaling pathway 2 (Mouse) "^^<http://www.w3.org/2001/XMLSchema#string>	Erbb4,Ereg,Erbb2,Adam17	http://identifiers.org/mgi/MGI:104771,http://identifiers.org/mgi/MGI:107508,http://identifiers.org/mgi/MGI:95410,http://identifiers.org/mgi/MGI:1096335	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60e7989d00001485>	"Tetrahydrofolate interconversion 1a (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Shmt2,Shmt1,Dhfr,Tyms	http://identifiers.org/mgi/MGI:1277989,http://identifiers.org/mgi/MGI:98299,http://identifiers.org/mgi/MGI:94890,http://identifiers.org/mgi/MGI:98878	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/60e7989d00000281>	"UDP biosynthetic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Dhodh,Umps,Cmpk1,Cad	http://identifiers.org/mgi/MGI:1928378,http://identifiers.org/mgi/MGI:1298388,http://identifiers.org/mgi/MGI:1913838,http://identifiers.org/mgi/MGI:1916969	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fce9b7300000434>	"BMP2-MAPK signaling mouse"^^<http://www.w3.org/2001/XMLSchema#string>	Bglap,Ibsp,Bmpr2,Mapk14,Bmp2,Bmpr1b,Bmpr1a,Map2k6,Sp7,Alpl,Runx2,Map3k7,Mapk11	http://identifiers.org/mgi/MGI:88156,http://identifiers.org/mgi/MGI:96389,http://identifiers.org/mgi/MGI:1095407,http://identifiers.org/mgi/MGI:1346865,http://identifiers.org/mgi/MGI:88177,http://identifiers.org/mgi/MGI:107191,http://identifiers.org/mgi/MGI:1338938,http://identifiers.org/mgi/MGI:1346870,http://identifiers.org/mgi/MGI:2153568,http://identifiers.org/mgi/MGI:87983,http://identifiers.org/mgi/MGI:99829,http://identifiers.org/mgi/MGI:1346877,http://identifiers.org/mgi/MGI:1338024	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fce9b7300000367>	"BMP2-SMAD signaling mouse"^^<http://www.w3.org/2001/XMLSchema#string>	Smad1,Bmpr2,Bmp2,Eps15l1,Bmpr1a	http://identifiers.org/mgi/MGI:109452,http://identifiers.org/mgi/MGI:1095407,http://identifiers.org/mgi/MGI:88177,http://identifiers.org/mgi/MGI:104582,http://identifiers.org/mgi/MGI:1338938	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000002236>	"dCMP catabolic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Cda,Nt5c3,Dpyd,Upp1,Dpys,Nt5c,Upp2,Upb1	http://identifiers.org/mgi/MGI:1919519,http://identifiers.org/mgi/MGI:1927186,http://identifiers.org/mgi/MGI:2139667,http://identifiers.org/mgi/MGI:1097668,http://identifiers.org/mgi/MGI:1928679,http://identifiers.org/mgi/MGI:1354954,http://identifiers.org/mgi/MGI:1923904,http://identifiers.org/mgi/MGI:2143535	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000002042>	"CMP catabolic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Cda,Nt5c3,Dpyd,Upp1,Upp2,Dpys,Upb1	http://identifiers.org/mgi/MGI:1919519,http://identifiers.org/mgi/MGI:1927186,http://identifiers.org/mgi/MGI:2139667,http://identifiers.org/mgi/MGI:1097668,http://identifiers.org/mgi/MGI:1923904,http://identifiers.org/mgi/MGI:1928679,http://identifiers.org/mgi/MGI:2143535	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fadbcf000000942>	"dTMP catabolic process (Mouse)"^^<http://www.w3.org/2001/XMLSchema#string>	Nt5c3,Upp1,Tymp,Dpyd,Upb1,Dpys,Agxt2,Nt5c	http://identifiers.org/mgi/MGI:1927186,http://identifiers.org/mgi/MGI:1097668,http://identifiers.org/mgi/MGI:1920212,http://identifiers.org/mgi/MGI:2139667,http://identifiers.org/mgi/MGI:2143535,http://identifiers.org/mgi/MGI:1928679,http://identifiers.org/mgi/MGI:2146052,http://identifiers.org/mgi/MGI:1354954	http://purl.obolibrary.org/obo/NCBITaxon_10090	Mus musculus	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5fb9cc0600000156>	"circadian rhythm and hematopoiesis via ezh2, per1b, cry1a etc. (D. rerio)"^^<http://www.w3.org/2001/XMLSchema#string>	cry1a,ezh2,arntl1b,clocka,nr1d1,per1b,lck,roraa,myb	http://identifiers.org/zfin/ZDB-GENE-010426-2,http://identifiers.org/zfin/ZDB-GENE-041111-259,http://identifiers.org/zfin/ZDB-GENE-030408-1,http://identifiers.org/zfin/ZDB-GENE-990630-14,http://identifiers.org/zfin/ZDB-GENE-050105-1,http://identifiers.org/zfin/ZDB-GENE-040419-1,http://identifiers.org/zfin/ZDB-GENE-040617-1,http://identifiers.org/zfin/ZDB-GENE-060306-2,http://identifiers.org/zfin/ZDB-GENE-991110-14	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5f46c3b700000011>	"ret signaling regulating axon outgrowth via ret, mapk8ip3, myo10l1 (D. rerio)"^^<http://www.w3.org/2001/XMLSchema#string>	myo10l1,mapk8ip3,ret	http://identifiers.org/zfin/ZDB-GENE-080425-1,http://identifiers.org/zfin/ZDB-GENE-090303-6,http://identifiers.org/zfin/ZDB-GENE-980526-307	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5df932e000002650>	"Regulation of BMP signaling via mgaa, zmynd11 (D. rerio)"^^<http://www.w3.org/2001/XMLSchema#string>	bmpr1aa,mgaa,zmynd11	http://identifiers.org/zfin/ZDB-GENE-000502-1,http://identifiers.org/zfin/ZDB-GENE-030603-1,http://identifiers.org/zfin/ZDB-GENE-050522-301	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/5d29221b00002847>	"Pronephric distal tubule development via emx1, mecom, tbx2b (D. rerio)"^^<http://www.w3.org/2001/XMLSchema#string>	tbx2b,emx1,mecom	http://identifiers.org/zfin/ZDB-GENE-990726-27,http://identifiers.org/zfin/ZDB-GENE-031007-7,http://identifiers.org/zfin/ZDB-GENE-050208-123	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	"production"^^<http://www.w3.org/2001/XMLSchema#string>
<http://model.geneontology.org/59dc728000000555>	" Wnt-FGF-Notch signaling inregulation of HSC specification via dlc, dld, fgfr4, wnt16 (D. rerio)"^^<http://www.w3.org/2001/XMLSchema#string>	dlc,fgfr4,dld,wnt16	http://identifiers.org/zfin/ZDB-GENE-000125-4,http://identifiers.org/zfin/ZDB-GENE-980526-488,http://identifiers.org/zfin/ZDB-GENE-990415-47,http://identifiers.org/zfin/ZDB-GENE-040426-2330	http://purl.obolibrary.org/obo/NCBITaxon_7955	Danio rerio	"production"^^<http://www.w3.org/2001/XMLSchema#string>
