# SimpleMine Results Based on Alliance of Genome Resources
# Alliance Database Version: 5.0.0
# Date file generated (UTC): 2022-01-11 23:00
Your Input	Gene ID	Gene Symbol	Gene Name	Species	NCBI ID	ENSEMBL ID	UniProtKB ID	PANTHER ID	Synonym	Mouse Ortholog
HGNC:9007	HGNC:9007	PIWIL1	piwi like RNA-mediated gene silencing 1	Homo sapiens	9271	ENSG00000275051	F5GZL9 | F5H3U6 | F5GYG0 | A0A024RBS5 | Q96J94 | F5H2F7 | F5H889	PTHR22891	PIWI | piwi-like RNA-mediated gene silencing 1 | HIWI | CT80.1 | piwi-like protein 1 | piwi homolog | MIWI	MGI:1928897:Piwil1
HGNC:9008	HGNC:9008	PKD1	"polycystin 1, transient receptor potential channel interacting"	Homo sapiens	5310	ENSG00000008710	H3BV77 | H3BTE0 | H3BTG3 | A0A097HUC6 | C1JFL5 | C1JFL6 | C1JFL7 | O75276 | Q15142 | H3BSE9 | H3BSE8 | I3L4N0 | P98161 | H3BQF4	N.A.	polycystic kidney disease 1 (autosomal dominant) | PC1 | Pc-1 | TRPP1 | transient receptor potential cation channel, subfamily P, member 1 | polycystin-1 | polycystic kidney disease-associated protein | polycystin 1 | autosomal dominant polycystic kidney disease 1 protein | polycystic kidney disease 1 homolog | PBP	MGI:97603:Pkd1
HGNC:9009	HGNC:9009	PKD2	"polycystin 2, transient receptor potential cation channel"	Homo sapiens	5311	ENSG00000118762	A0A0C5GN91 | O95814 | A0A0C5G176 | Q13563 | B4DFN3 | Q9UEU6	N.A.	polycystic kidney disease 2 protein | MGC138466 | autosomal dominant polycystic kidney disease type II protein | TRPP2 | MGC138468 | PKD4 | transient receptor potential cation channel subfamily P member 2 | transient receptor potential cation channel, subfamily P, member 2 | polycystic kidney disease 2 (autosomal dominant) | polycystin-2 | PC2 | R48321 | APKD2 | Pc-2 | polycystwin	MGI:1099818:Pkd2
HGNC:9011	HGNC:9011	PKD2L1	"polycystin 2 like 1, transient receptor potential cation channel"	Homo sapiens	9033	ENSG00000107593	Q9P0L9 | Q1L4F0 | H0YET4 | E9PRD1 | H0YDN7	N.A.	PKDL | polycystin-2 homolog | PCL | transient receptor potential cation channel, subfamily P, member 3 | polycystin-L | PKD2L | TRPP3 | polycystin-2L1 | polycystic kidney disease 2-like 1 protein | polycystic kidney disease (polycystin)-like | polycystin-L1	MGI:1352448:Pkd2l1
HGNC:9012	HGNC:9012	PKD2L2	"polycystin 2 like 2, transient receptor potential cation channel"	Homo sapiens	27039	ENSG00000078795	D6RF71 | Q9NZM6 | D6RBX8	N.A.	polycystin-2L2 | transient receptor potential cation channel subfamily P member 5 | polycystic kidney disease 2-like 2 protein | polycystin-L2 | TRPP5	MGI:1858231:Pkd2l2
HGNC:9015	HGNC:9015	PKDREJ	polycystin family receptor for egg jelly	Homo sapiens	10343	ENSG00000130943	Q9NTG1	N.A.	polycystic kidney disease and receptor for egg jelly-related protein | PKD and REJ homolog | polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly, sea urchin homolog)-like | polycystic kidney disease (polycystin) and REJ (sperm receptor for egg jelly homolog, sea urchin)-like | polycystic kidney disease (polycystin) and REJ homolog (sperm receptor for egg jelly homolog, sea urchin) | polycystin (PKD) family receptor for egg jelly	MGI:1338786:Pkdrej
HGNC:9016	HGNC:9016	PKHD1	PKHD1 ciliary IPT domain containing fibrocystin/polyductin	Homo sapiens	5314	ENSG00000170927	P08F94 | L0R5C3	PTHR46769	FCYT | PKD4 | DKFZp686C01112 | TIG multiple domains 1 | PKHD1, fibrocystin/polyductin | polycystic kidney and hepatic disease 1 protein | ARPKD | tigmin | FPC | FLJ46150 | polycystic kidney and hepatic disease 1 (autosomal recessive) | fibrocystin/polyductin complex | polyductin | TIGM1 | fibrocystin	MGI:2155808:Pkhd1
HGNC:9017	HGNC:9017	PKIA	cAMP-dependent protein kinase inhibitor alpha	Homo sapiens	5569	ENSG00000171033	P61925 | A0A024R7Y9	PTHR15416	PKI-alpha | cAMP-dependent protein kinase inhibitor, muscle/brain isoform | PRKACN1	MGI:104747:Pkia
HGNC:9018	HGNC:9018	PKIB	cAMP-dependent protein kinase inhibitor beta	Homo sapiens	5570	ENSG00000135549	Q9C010 | Q5T0Z6	PTHR15416	PKI-beta | FLJ23817 | cAMP-dependent protein kinase inhibitor 2 | PRKACN2	MGI:101937:Pkib
HGNC:9019	HGNC:9019	PKIG	cAMP-dependent protein kinase inhibitor gamma	Homo sapiens	11142	ENSG00000168734	Q5H937 | Q549H9 | Q9Y2B9	PTHR15416	PKI-gamma | MGC126458 | MGC126459	MGI:1343086:Pkig
HGNC:9020	HGNC:9020	PKLR	pyruvate kinase L/R	Homo sapiens	5313	ENSG00000262785	A0A4D6DDP3 | A0A4D6DDG8 | A0A4D6DDB2 | A0A0G2JLC7 | P30613 | F8W6W2	PTHR11817	pyruvate kinase isozymes R/L | pyruvate kinase PKLR | pyruvate kinase 1 | pyruvate kinase, liver and RBC | RPK | pyruvate kinase, liver and blood cell | R-type/L-type pyruvate kinase | pyruvate kinase isozymes L/R | PKR | pyruvate kinase isozyme R/L | PKRL | PK1 | red cell/liver pyruvate kinase | pyruvate kinase type L | PKL	MGI:97604:Pklr
HGNC:9021	HGNC:9021	PKM	pyruvate kinase M1/2	Homo sapiens	5315	ENSG00000067225	B4DNK4 | H3BUW1 | H3BQ34 | H3BT25 | H3BQZ3 | H3BN34 | H3BTJ2 | H3BTN5 | H3BU13 | A0A024R5Z9 | P14618 | V9HWB8 | H3BR70	PTHR11817	pyruvate kinase 2/3 | p58 | epididymis secretory protein Li 30 | OIP3 | pyruvate kinase, muscle | CTHBP | OIP-3 | PK3 | pyruvate kinase PKM | tumor M2-PK | OPA-interacting protein 3 | PK, muscle type | MGC3932 | TCB | thyroid hormone-binding protein 1 | THBP1 | pyruvate kinase muscle isozyme | pyruvate kinase isozymes M1/M2 | thyroid hormone-binding protein, cytosolic | PKM2 | HEL-S-30 | cytosolic thyroid hormone-binding protein	MGI:97591:Pkm
HGNC:9022	HGNC:9022	PKNOX1	PBX/knotted 1 homeobox 1	Homo sapiens	5316	ENSG00000160199	B4DGV5 | E7EPN6 | P55347 | Q6PKH2 | Q96I87 | H0YM69	N.A.	PREP1 | PBX/knotted homeobox 1 | human homeobox-containing protein | homeobox protein PKNOX1 | pkonx1c | Pbx regulating protein-1 | homeobox protein PREP-1	MGI:1201409:Pknox1
HGNC:9023	HGNC:9023	PKP1	plakophilin 1	Homo sapiens	5317	ENSG00000081277	Q14BN3 | A0A024R952 | Q13835	PTHR10372	plakophilin-1 | band 6 protein | MGC138829 | EDSFS | B6P	MGI:1328359:Pkp1
HGNC:9024	HGNC:9024	PKP2	plakophilin 2	Homo sapiens	5318	ENSG00000057294	B8QGS9 | B8QGS8 | A0A087WXY2 | Q99959	PTHR10372	plakophilin-2 | ARVD9 | MGC177501	MGI:1914701:Pkp2
HGNC:9025	HGNC:9025	PKP3	plakophilin 3	Homo sapiens	11187	ENSG00000184363	Q9Y446 | E9PQ15 | E9PK71 | E9PJR7 | E9PRW6 | E9PKC4 | H0YEY5	PTHR10372	plakophilin 3b | plakophilin-3	MGI:1891830:Pkp3
HGNC:9026	HGNC:9026	PKP4	plakophilin 4	Homo sapiens	8502	ENSG00000144283	Q4W5T8 | Q53TM5 | A0A0D9SF60 | E7EP40 | E7EST6 | E9PHJ1 | Q99569 | H0YFB1 | E7EMY7	PTHR10372	p0071 | plakophilin-4 | catenin 4 | FLJ42243 | FLJ31261	MGI:109281:Pkp4
HGNC:9029	HGNC:9029	PLA2G10	phospholipase A2 group X	Homo sapiens	8399	ENSG00000276870	O15496 | L8E7V2 | H3BRW4	PTHR11716	group X secretory phospholipase A2 | GX sPLA2 | phospholipase A2, group X | sPLA2-X | phosphatidylcholine 2-acylhydrolase 10 | MGC119918 | MGC119919 | GXSPLA2 | MGC133367 | group 10 secretory phospholipase A2 | phospholipase a2, group 10 | SPLA2 | GXPLA2	MGI:1347522:Pla2g10
HGNC:903	HGNC:903	AXIN1	axin 1	Homo sapiens	8312	ENSG00000103126	A0A0S2Z4M1 | B1AH42 | A0A0S2Z4S3 | A0A0S2Z4R0 | O15169 | H0Y830	PTHR46102	fused, mouse, homolog of | axin-1 | MGC52315 | gsk-3beta interacting protein raxin | axis inhibition protein 1 | axis inhibitor 1 | PPP1R49 | hAxin | AXIN | protein phosphatase 1, regulatory subunit 49	MGI:1096327:Axin1
HGNC:9030	HGNC:9030	PLA2G1B	phospholipase A2 group IB	Homo sapiens	5319	ENSG00000170890	F8W062 | P04054 | Q9BS22	PTHR11716	phosphatidylcholine 2-acylhydrolase 1B | MGC119835 | phospholipase a2, group ib | phospholipase A2 | PLA2 | MGC119834 | PPLA2 | phospholipase A2, group IB (pancreas) | PLA2A | group IB phospholipase A2	MGI:101842:Pla2g1b
HGNC:9031	HGNC:9031	PLA2G2A	phospholipase A2 group IIA	Homo sapiens	5320	ENSG00000188257	Q8NI47 | P14555 | A0A3B3IRX2 | A0A024RA96	PTHR11716	non-pancreatic secretory phospholipase A2 | PLA2 | MOM1 | PLA2S | PLA2B | GIIC sPLA2 | phosphatidylcholine 2-acylhydrolase 2A | PLA2L | PLAS1 | NPS-PLA2 | sPLA2 | group IIA phospholipase A2 | phospholipase A2, group IIA (platelets, synovial fluid) | phospholipase A2, membrane associated	MGI:104642:Pla2g2a
HGNC:9032	HGNC:9032	PLA2G2C	phospholipase A2 group IIC	Homo sapiens	391013	ENSG00000187980	Q5R387 | J3KMZ3	PTHR11716	putative inactive group IIC secretory phospholipase A2 | UBXN10 antisense RNA 1 | UBXN10-AS1 | phosphatidylcholine 2-acylhydrolase-like protein GIIC | phospholipase A2, group IIC (possible pseudogene)	MGI:106638:Pla2g2c
HGNC:9033	HGNC:9033	PLA2G2D	phospholipase A2 group IID	Homo sapiens	26279	ENSG00000117215	Q9UNK4 | A0A087WZT4	PTHR11716	sPLA2S | secretory phospholipase A2s | phospholipase A2, group IID | group IID secretory phospholipase A2 | sPLA2-IID | GIID sPLA2 | SPLASH | secretory-type PLA, stroma-associated homolog | phosphatidylcholine 2-acylhydrolase 2D | PLA2IID	MGI:1341796:Pla2g2d
HGNC:9035	HGNC:9035	PLA2G4A	phospholipase A2 group IVA	Homo sapiens	5321	ENSG00000116711	P47712 | Q14064 | W0FXB0 | B4DZI4	N.A.	lysophospholipase | phospholipase A2, group IVA (cytosolic, calcium-dependent) | cPLA2 | GURDP | cytosolic phospholipase A2 | calcium-dependent phospholipid-binding protein | PLA2G4 | cPLA2-alpha | phosphatidylcholine 2-acylhydrolase | MGC126350	MGI:1195256:Pla2g4a
HGNC:9036	HGNC:9036	PLA2G4B	phospholipase A2 group IVB	Homo sapiens	100137049	ENSG00000243708	P0C869 | H3BSX5	N.A.	HsT16992 | cPLA2-beta | phospholipase A2, group IVB (cytosolic) | FLJ53173 | FLJ42498 | FLJ17693 | DKFZp686N12131 | cytosolic phospholipase A2 beta	MGI:2384819:Pla2g4b
HGNC:9037	HGNC:9037	PLA2G4C	phospholipase A2 group IVC	Homo sapiens	8605	ENSG00000105499	M0R0M8 | M0R339 | M0R1B4 | A0A024QZH0 | Q9UP65 | Q76EY9 | Q76EZ0 | Q8WWC5 | M0QX83 | M0R0F6 | M0QZB1 | M0QY18 | M0R3I9	N.A.	cytosolic phospholipase A2 gamma | cytosolic lysophospholipase | DKFZp586C0423 | phospholipase A2, group IVC (cytosolic, calcium-independent) | FLJ42247 | cytosolic lysophospholipid O-acyltransferase | FLJ44164 | CPLA2-gamma	MGI:1196403:Pla2g4c
HGNC:9038	HGNC:9038	PLA2G5	phospholipase A2 group V	Homo sapiens	5322	ENSG00000127472	P39877	PTHR11716	group V phospholipase A2 | calcium-dependent phospholipase A2 | hVPLA(2) | phosphatidylcholine 2-acylhydrolase 5 | phospholipase A2, group V | PLA2-10 | MGC46205 | Ca2+-dependent phospholipase A2 | GV-PLA2 | DKFZp686C2294 | FRFB	MGI:101899:Pla2g5
HGNC:9039	HGNC:9039	PLA2G6	phospholipase A2 group VI	Homo sapiens	8398	ENSG00000184381	H0Y6T3 | F8WEQ9 | B0QYE9 | F8WEN3 | A0A590UK67 | O60733 | A0A3Q9WQR3 | A0A3S5IBI3 | A0A3T0ZC00 | A0A3T0ZC14 | A0A590UJC7 | A0A590UJH4 | A0A590UJZ2 | A0A590UK51 | H0Y7G5 | M0R1Q9 | E7EX67 | H7C3P5 | M0R3D9	N.A.	2-lysophosphatidylcholine acylhydrolase | phospholipase a2, group vi | calcium-independent phospholipase A2 | phospholipase A2, group VI (cytosolic, calcium-independent) | IPLA2-VIA | GVI PLA2 | patatin-like phospholipase domain-containing protein 9 | 85 kDa calcium-independent phospholipase A2 | GVI | iPLA2-beta | INAD1 | neurodegeneration with brain iron accumulation 2 | CaI-PLA2 | iPLA2 | patatin-like phospholipase domain containing 9 | NBIA2 | iPLA2beta | intracellular membrane-associated calcium-independent phospholipase A2 beta | 85/88 kDa calcium-independent phospholipase A2 | cytosolic, calcium-independent phospholipase A2 | PARK14 | PNPLA9 | palmitoyl-CoA hydrolase | group VI phospholipase A2 | NBIA2A | NBIA2B | PLA2	MGI:1859152:Pla2g6
HGNC:904	HGNC:904	AXIN2	axin 2	Homo sapiens	8313	ENSG00000168646	E7ES00 | A0A087WXP8 | A0A1B0GX50 | A0A024R8J7 | A0A024R8M3 | B7ZKL5 | Q9BRF5 | Q9Y2T1 | J3QQJ3 | F5GX43 | J3QRK4	N.A.	DKFZp781B0869 | AXIL | conductin | ODCRCS | axin-2 | MGC10366 | axis inhibition protein 2 | MGC126582 | axin-like protein	MGI:1270862:Axin2
HGNC:9040	HGNC:9040	PLA2G7	phospholipase A2 group VII	Homo sapiens	7941	ENSG00000146070	Q13093 | A0A024RD39	PTHR10272	LDL-PLA(2) | LP-PLA2 | PAFAD | PAF 2-acylhydrolase | lipoprotein-associated phospholipase A2 | PAFAH | group-VIIA phospholipase A2 | 1-alkyl-2-acetylglycerophosphocholine esterase | LDL-associated phospholipase A2 | phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma) | gVIIA-PLA2 | LDL-PLA2 | 2-acetyl-1-alkylglycerophosphocholine esterase | platelet-activating factor acetylhydrolase | PAF acetylhydrolase	MGI:1351327:Pla2g7
HGNC:9042	HGNC:9042	PLA2R1	phospholipase A2 receptor 1	Homo sapiens	22925	ENSG00000153246	L8E8E6 | Q13018 | B7ZML4	N.A.	phospholipase A2 receptor 1, 180kDa | M-type receptor | PLA2-R | CLEC13C | secretory phospholipase A2 receptor | PLA2R | C-type lectin domain family 13 member C | PLA2G1R | phospholipase A2 receptor 1, 180kD | 180 kDa secretory phospholipase A2 receptor | PLA2IR	MGI:102468:Pla2r1
HGNC:9043	HGNC:9043	PLAA	phospholipase A2 activating protein	Homo sapiens	9373	ENSG00000137055	H0YBW4 | H0YAU9 | E5RIM3 | Q9Y263 | H0YC16	PTHR19849	PLA2P | PLAP | DOA1 homolog | DOA1 | NDMSBA | FLJ11281 | phospholipase a2, activating protein | FLJ12699 | phospholipase A-2-activating protein	MGI:104810:Plaa
HGNC:9044	HGNC:9044	PLAC1	placenta enriched 1	Homo sapiens	10761	ENSG00000170965	Q9HBJ0	PTHR14380	OOSP2B | placenta-specific 1 | placenta specific 1 | CT92 | placenta-specific protein 1 | cancer/testis antigen 92 | OOSP2L	MGI:1926287:Plac1
HGNC:9045	HGNC:9045	PLAG1	PLAG1 zinc finger	Homo sapiens	5324	ENSG00000181690	Q6DJT9 | A0A024R7Z0 | A7IT79 | A7IT80	N.A.	Pleomorphic adenoma gene 1 | pleiomorphic adenoma gene 1 | zinc finger protein PLAG1 | COL1A2/PLAG1 fusion | PSA | pleiomorphic adenoma gene 1 protein | ZNF912 | SRS4 | HAS2/PLAG1 fusion | SGPA	MGI:1891916:Plag1
HGNC:9046	HGNC:9046	PLAGL1	PLAG1 like zinc finger 1	Homo sapiens	5325	ENSG00000118495	A1YLA2 | A1YLA1 | Q9UM63 | A0A3B3IRN7 | A0A2C9DUD1 | A0A0D9SGF7 | A0A0D9SFM8 | A0A0D9SFI7 | A0A0D9SEQ4 | Q68DN7	PTHR24399	MGC126276 | PLAG-like 1 | pleiomorphic adenoma gene-like 1 | zinc finger protein PLAGL1 | ZAC1 | pleiomorphic adenoma-like protein 1 | ZAC | DKFZp781P1017 | LOT-1 | MGC126275 | tumor suppressor ZAC | LOT1 | pleiomorphic adenoma gene-like protein 1 | lost on transformation 1 | ZAC tumor supressor | tumor supressor ZAC	MGI:1100874:Plagl1
HGNC:9047	HGNC:9047	PLAGL2	PLAG1 like zinc finger 2	Homo sapiens	5326	ENSG00000126003	Q9UPG8	PTHR24408	FLJ23283 | C2H2-type zinc finger protein | ZNF900 | zinc finger protein PLAGL2 | pleiomorphic adenoma-like protein 2 | pleiomorphic adenoma gene-like 2	MGI:1933165:Plagl2
HGNC:905	HGNC:905	AXL	AXL receptor tyrosine kinase	Homo sapiens	558	ENSG00000167601	P30530 | M0R0W6	N.A.	AXL oncogene | tyrosine-protein kinase receptor UFO | oncogene AXL | ARK | UFO | AXL transforming sequence/gene | JTK11 | Tyro7	MGI:1347244:Axl
HGNC:9051	HGNC:9051	PLAT	"plasminogen activator, tissue type"	Homo sapiens	5327	ENSG00000104368	H0YBH9 | B4DN26 | B8ZX62 | E5RHG4 | E7ESF4 | B4DNJ1 | P00750 | E5RGA1	PTHR24264	tissue plasminogen activator (t-PA) | plasminogen/activator kringle | alteplase | TPA | reteplase | t-plasminogen activator | T-PA | DKFZp686I03148 | tissue-type plasminogen activator	MGI:97610:Plat
HGNC:9052	HGNC:9052	PLAU	"plasminogen activator, urokinase"	Homo sapiens	5328	ENSG00000122861	Q9UEJ5 | P00749 | A0A024QZM9 | E7ET40 | B4DNJ4 | S4R3G7 | Q59GZ8	PTHR24264	ATF | BDPLT5 | URK | U-plasminogen activator | u-PA | plasminogen activator, urinary | urokinase-type plasminogen activator | QPD | UPA	MGI:97611:Plau
HGNC:9053	HGNC:9053	PLAUR	"plasminogen activator, urokinase receptor"	Homo sapiens	5329	ENSG00000011422	M0QX27 | M0R0Y4 | M0QYR6 | M0QYS6 | M0R1I2 | Q6GY32 | Q9UPI5 | M0R2E9 | M0R0H5 | M0R383 | Q03405 | M0R0L1	PTHR10624	UPAR | urokinase plasminogen activator surface receptor | U-PAR | CD87 | monocyte activation antigen Mo3 | u-plasminogen activator receptor form 2 | URKR | urokinase-type plasminogen activator (uPA) receptor	MGI:97612:Plaur
HGNC:9055	HGNC:9055	PLCB2	phospholipase C beta 2	Homo sapiens	5330	ENSG00000137841	H0YNI4 | Q59F77 | H0YKR9 | Q00722 | Q9BVT6	PTHR10336	phospholipase C-beta-2 | phospholipase C, beta 2 | PLC-beta-2 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-2 | FLJ38135 | phosphoinositide phospholipase C-beta-2 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	MGI:107465:Plcb2
HGNC:9056	HGNC:9056	PLCB3	phospholipase C beta 3	Homo sapiens	5331	ENSG00000149782	Q01970	PTHR10336	SMDCD | PLC beta 3 | PLC-beta-3 | phospholipase C-beta-3 | phosphoinositide phospholipase C-beta-3 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-3 | phospholipase C, beta 3 (phosphatidylinositol-specific) | FLJ37084	MGI:104778:Plcb3
HGNC:9057	HGNC:9057	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	Homo sapiens	26472	ENSG00000173457	A0A024R563 | Q96C90 | F5H2U0 | F5GXC4	PTHR16188	PNG | SOM172 | phospholipase C beta-3 neighboring gene protein | protein phosphatase 1 regulatory subunit 14B | phospholipase C-beta-3 neighbouring gene protein | PLCB3N | PHI-1	MGI:107682:Ppp1r14b
HGNC:9058	HGNC:9058	PPP1R14BP1	protein phosphatase 1 regulatory inhibitor subunit 14B pseudogene 1	Homo sapiens	50516	N.A.	N.A.	N.A.	PLCB3NP	N.A.
HGNC:9059	HGNC:9059	PLCB4	phospholipase C beta 4	Homo sapiens	5332	ENSG00000101333	Q15147 | B1AJW4 | B1AJW3 | B1AJW2 | B1AJW1	PTHR10336	1-phosphatidyl-D-myo-inositol-4,5-bisphosphate | inositoltrisphosphohydrolase | FLJ16169 | phosphoinositide phospholipase C-beta-4 | ARCND2 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4 | dJ1119D9.2 (Phopholipase C, beta 4 (1-Phosphatidylinositol-4,5-Bisphosphate Phosphodiesterase Beta 4)) | triphosphoinositide phosphodiesterase | PI-PLC | monophosphatidylinositol phosphodiesterase | phosphoinositide phospholipase C | phospholipase C-beta-4 | phospholipase C, beta 4 | PLC-beta-4 | phosphoinositidase C | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta 4 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase beta-4	MGI:107464:Plcb4
HGNC:9060	HGNC:9060	PLCD1	phospholipase C delta 1	Homo sapiens	5333	ENSG00000187091	P51178 | A0A384MR47 | A8K8F9	PTHR10336	phospholipase C, delta 1 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-1 | phospholipase C-delta-1 | PLC-delta-1 | Phospholipase C I 1 | NDNC3 | phosphoinositide phospholipase C-delta-1 | phospholipase C-III | PLC-III | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	MGI:97614:Plcd1
HGNC:9061	HGNC:9061	PLCD3	phospholipase C delta 3	Homo sapiens	113026	ENSG00000161714	K7EQF2 | F5GXC1 | Q8N3E9 | H0YGF8 | D3DX63	PTHR10336	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3 | phospholipase C, delta 3 | PLC-delta-3 | MGC71172 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-3 | phosphoinositide phospholipase C-delta-3 | PLC delta3 | phospholipase C-delta-3	MGI:107451:Plcd3
HGNC:9062	HGNC:9062	PLCD4	phospholipase C delta 4	Homo sapiens	84812	ENSG00000115556	H7C237 | Q9BRC7 | C9JEA7 | H7C281 | F2Z3H8 | C9JAE4	PTHR10336	MGC12837 | PLC delta4 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase delta-4 | hPLCD4 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4 | phospholipase C-delta-4 | phosphoinositide phospholipase C-delta-4 | PLC-delta-4 | phospholipase C, delta 4	MGI:107469:Plcd4
HGNC:9063	HGNC:9063	PLCL1	phospholipase C like 1 (inactive)	Homo sapiens	5334	ENSG00000115896	H3BUD4 | A0A0A0MT40 | Q15111 | F8WAR2	PTHR10336	PLCL | phospholipase C-deleted in lung carcinoma | MGC126580 | 130kda-ins(1,4,5)p3 binding protein | phospholipase C-like 1 | PLCE | PLC-L1 | phospholipase C like 1 | PLDL1 | PPP1R127 | phospholipase C-related but catalytically inactive protein | inactive phospholipase C-like protein 1 | PRIP | phospholipase C related, but catalytically inactive protein | phospholipase C, epsilon | MGC138190	MGI:3036262:Plcl1
HGNC:9064	HGNC:9064	PLCL2	phospholipase C like 2	Homo sapiens	23228	ENSG00000284017	Q9UPR0 | H7C276	PTHR10336	phospholipase C-L2 | PLC-L(2) | PLC-epsilon-2 | PLC-L2 | phospholipase C-epsilon-2 | FLJ13484 | inactive phospholipase C-like protein 2 | phospholipase C, epsilon 2 | phospholipase C-like 2 | PLCE2 | KIAA1092	MGI:1352756:Plcl2
HGNC:9065	HGNC:9065	PLCG1	phospholipase C gamma 1	Homo sapiens	5335	ENSG00000124181	P19174 | Q9UFY1 | M0QX77 | Q4LE43 | V9GY71 | V9GY63 | V9GYH5 | A0A0D9SEK2	PTHR10336	phosphatidylinositol phospholipase C | PLC-gamma-1 | phospholipase C-148 | PLC148 | phospholipase C-II | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-1 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma 1 | monophosphatidylinositol phosphodiesterase | PLC-II | PLCgamma1 | 1-phosphatidyl-D-myo-inositol-4,5-bisphosphate | PLC1 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1 | NCKAP3 | phosphoinositide phospholipase C-gamma-1 | phosphoinositidase C | phosphoinositide phospholipase C | phospholipase C-gamma-1 | inositoltrisphosphohydrolase | PLC-148 | triphosphoinositide phosphodiesterase | phospholipase C, gamma 1 (formerly subtype 148)	MGI:97615:Plcg1
HGNC:9066	HGNC:9066	PLCG2	phospholipase C gamma 2	Homo sapiens	5336	ENSG00000197943	H3BMT7 | H3BQV5 | P16885 | A0A0A0MRF9 | H3BPZ3	PTHR10336	RP11-510J16.3 | 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2 | phosphoinositide phospholipase C-gamma-2 | phospholipase C-IV | FCAS3 | PLC-gamma-2 | PLC-IV | phospholipase C, gamma 2 (phosphatidylyinositol-specific) | APLAID | phospholipase C-gamma-2 | phospholipase c, gamma 2 | 1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase gamma-2 | phospholipase C, gamma 2 (phosphatidylinositol-specific)	MGI:97616:Plcg2
HGNC:9067	HGNC:9067	PLD1	phospholipase D1	Homo sapiens	5337	ENSG00000075651	H7C0L3 | F8WBV7 | Q13393 | Q59EA4 | Q8WYW5 | C9IY79	PTHR18896	phospholipase D1, phosphatidylcholine-specific | CVDD | choline phosphatase 1 | PLD 1 | hPLD1 | phosphatidylcholine-hydrolyzing phospholipase D1	MGI:109585:Pld1
HGNC:9068	HGNC:9068	PLD2	phospholipase D2	Homo sapiens	5338	ENSG00000129219	Q86YQ7 | I3L1F3 | I3L3I7 | I3L222 | I3L381 | O14939 | I3L4R5	PTHR18896	choline phosphatase 2 | PLD 2 | hPLD2 | phosphatidylcholine-hydrolyzing phospholipase D2 | PLD1C	MGI:892877:Pld2
HGNC:9069	HGNC:9069	PLEC	plectin	Homo sapiens	5339	ENSG00000178209	Q15149 | E9PIA2 | E9PQ28 | E9PKG0 | H0YDN1 | E9PMV1	PTHR23169	PLEC1 | EBSO | hemidesmosomal protein 1 | HD1 | PLTN | LGMDR17 | PLEC1b | LGMD2Q | plectin-1 | EBS1 | EBSMD | EBSND | PCN | plectin 1, intermediate filament binding protein 500kDa | EBSOG | EBSPA | epidermolysis bullosa simplex 1 (Ogna)	MGI:1277961:Plec
HGNC:9070	HGNC:9070	PLEK	pleckstrin	Homo sapiens	5341	ENSG00000115956	P08567	PTHR12092	P47 | FLJ27168 | platelet 47 kDa protein	MGI:1860485:Plek
HGNC:9071	HGNC:9071	PLG	plasminogen	Homo sapiens	5340	ENSG00000122194	A6PVI2 | Q5TEH5 | P00747 | A0A0F7G8J1 | Q9UMI2	N.A.	DKFZp779M0222 | plasmin	MGI:97620:Plg
HGNC:9072	HGNC:9072	PLGLB1	plasminogen like B1	Homo sapiens	5343	ENSG00000183281	F8WCD6 | Q02325	N.A.	plasminogen-like protein B | PLGL | plasminogen-related protein B | plasminogen-like B1 | PRGB | PRP-B | type B plasminogen related | PLGP1	N.A.
HGNC:9073	HGNC:9073	PLGLB2	plasminogen like B2	Homo sapiens	5342	ENSG00000183281	Q02325 | Q15195	N.A.	Plasminogen-like protein A1 | Plasminogen-like protein A | PRGA | type B plasminogen related | PLGP2 | plasminogen-like B2 | PLGLA1 | plasminogen pseudogene 1 | plasminogen-like protein B | PLGLB1 | plasminogen-related protein A | PLGLA | plasminogen-related protein B | PLGP1	N.A.
